angle,image
-1,./data_train_simple/sample1488.jpg
4,./data_train_simple/sample1489.jpg
-4,./data_train_simple/sample1490.jpg
2,./data_train_simple/sample1491.jpg
-3,./data_train_simple/sample1492.jpg
-8,./data_train_simple/sample1493.jpg
-1,./data_train_simple/sample1494.jpg
7,./data_train_simple/sample1495.jpg
6,./data_train_simple/sample1496.jpg
2,./data_train_simple/sample1497.jpg
10,./data_train_simple/sample1498.jpg
2,./data_train_simple/sample1499.jpg
9,./data_train_simple/sample1500.jpg
3,./data_train_simple/sample1501.jpg
10,./data_train_simple/sample1502.jpg
-9,./data_train_simple/sample1503.jpg
6,./data_train_simple/sample1504.jpg
9,./data_train_simple/sample1505.jpg
4,./data_train_simple/sample1506.jpg
1,./data_train_simple/sample1507.jpg
6,./data_train_simple/sample1508.jpg
8,./data_train_simple/sample1509.jpg
-10,./data_train_simple/sample1510.jpg
3,./data_train_simple/sample1511.jpg
0,./data_train_simple/sample1512.jpg
4,./data_train_simple/sample1513.jpg
4,./data_train_simple/sample1514.jpg
-7,./data_train_simple/sample1515.jpg
5,./data_train_simple/sample1516.jpg
-7,./data_train_simple/sample1517.jpg
-6,./data_train_simple/sample1518.jpg
-10,./data_train_simple/sample1519.jpg
0,./data_train_simple/sample1520.jpg
-7,./data_train_simple/sample1521.jpg
10,./data_train_simple/sample1522.jpg
-3,./data_train_simple/sample1523.jpg
3,./data_train_simple/sample1524.jpg
5,./data_train_simple/sample1525.jpg
2,./data_train_simple/sample1526.jpg
-6,./data_train_simple/sample1527.jpg
2,./data_train_simple/sample1528.jpg
-1,./data_train_simple/sample1529.jpg
-10,./data_train_simple/sample1530.jpg
-2,./data_train_simple/sample1531.jpg
-10,./data_train_simple/sample1532.jpg
-4,./data_train_simple/sample1533.jpg
8,./data_train_simple/sample1534.jpg
-1,./data_train_simple/sample1535.jpg
3,./data_train_simple/sample1536.jpg
7,./data_train_simple/sample1537.jpg
0,./data_train_simple/sample1538.jpg
-9,./data_train_simple/sample1539.jpg
1,./data_train_simple/sample1540.jpg
-10,./data_train_simple/sample1541.jpg
-1,./data_train_simple/sample1542.jpg
2,./data_train_simple/sample1543.jpg
2,./data_train_simple/sample1544.jpg
3,./data_train_simple/sample1545.jpg
-7,./data_train_simple/sample1546.jpg
3,./data_train_simple/sample1547.jpg
0,./data_train_simple/sample1548.jpg
-1,./data_train_simple/sample1549.jpg
0,./data_train_simple/sample1550.jpg
9,./data_train_simple/sample1551.jpg
-3,./data_train_simple/sample1552.jpg
-3,./data_train_simple/sample1553.jpg
5,./data_train_simple/sample1554.jpg
-1,./data_train_simple/sample1555.jpg
0,./data_train_simple/sample1556.jpg
10,./data_train_simple/sample1557.jpg
2,./data_train_simple/sample1558.jpg
5,./data_train_simple/sample1559.jpg
3,./data_train_simple/sample1560.jpg
-4,./data_train_simple/sample1561.jpg
3,./data_train_simple/sample1562.jpg
5,./data_train_simple/sample1563.jpg
7,./data_train_simple/sample1564.jpg
-5,./data_train_simple/sample1565.jpg
9,./data_train_simple/sample1566.jpg
-10,./data_train_simple/sample1567.jpg
8,./data_train_simple/sample1568.jpg
1,./data_train_simple/sample1569.jpg
0,./data_train_simple/sample1570.jpg
9,./data_train_simple/sample1571.jpg
-2,./data_train_simple/sample1572.jpg
-5,./data_train_simple/sample1573.jpg
-8,./data_train_simple/sample1574.jpg
5,./data_train_simple/sample1575.jpg
-4,./data_train_simple/sample1576.jpg
-9,./data_train_simple/sample1577.jpg
-5,./data_train_simple/sample1578.jpg
-9,./data_train_simple/sample1579.jpg
-2,./data_train_simple/sample1580.jpg
10,./data_train_simple/sample1581.jpg
3,./data_train_simple/sample1582.jpg
1,./data_train_simple/sample1583.jpg
5,./data_train_simple/sample1584.jpg
-4,./data_train_simple/sample1585.jpg
-4,./data_train_simple/sample1586.jpg
-1,./data_train_simple/sample1587.jpg
-3,./data_train_simple/sample1588.jpg
-8,./data_train_simple/sample1589.jpg
0,./data_train_simple/sample1590.jpg
7,./data_train_simple/sample1591.jpg
-6,./data_train_simple/sample1592.jpg
-4,./data_train_simple/sample1593.jpg
1,./data_train_simple/sample1594.jpg
1,./data_train_simple/sample1595.jpg
8,./data_train_simple/sample1596.jpg
7,./data_train_simple/sample1597.jpg
0,./data_train_simple/sample1598.jpg
10,./data_train_simple/sample1599.jpg
6,./data_train_simple/sample1600.jpg
-3,./data_train_simple/sample1601.jpg
-5,./data_train_simple/sample1602.jpg
0,./data_train_simple/sample1603.jpg
-10,./data_train_simple/sample1604.jpg
2,./data_train_simple/sample1605.jpg
-4,./data_train_simple/sample1606.jpg
7,./data_train_simple/sample1607.jpg
7,./data_train_simple/sample1608.jpg
3,./data_train_simple/sample1609.jpg
-3,./data_train_simple/sample1610.jpg
2,./data_train_simple/sample1611.jpg
-2,./data_train_simple/sample1612.jpg
-1,./data_train_simple/sample1613.jpg
9,./data_train_simple/sample1614.jpg
1,./data_train_simple/sample1615.jpg
-6,./data_train_simple/sample1616.jpg
8,./data_train_simple/sample1617.jpg
-1,./data_train_simple/sample1618.jpg
5,./data_train_simple/sample1619.jpg
-1,./data_train_simple/sample1620.jpg
-8,./data_train_simple/sample1621.jpg
7,./data_train_simple/sample1622.jpg
-4,./data_train_simple/sample1623.jpg
-2,./data_train_simple/sample1624.jpg
-6,./data_train_simple/sample1625.jpg
9,./data_train_simple/sample1626.jpg
-1,./data_train_simple/sample1627.jpg
-5,./data_train_simple/sample1628.jpg
2,./data_train_simple/sample1629.jpg
-8,./data_train_simple/sample1630.jpg
-9,./data_train_simple/sample1631.jpg
-3,./data_train_simple/sample1632.jpg
8,./data_train_simple/sample1633.jpg
-1,./data_train_simple/sample1634.jpg
-10,./data_train_simple/sample1635.jpg
-4,./data_train_simple/sample1636.jpg
8,./data_train_simple/sample1637.jpg
-9,./data_train_simple/sample1638.jpg
7,./data_train_simple/sample1639.jpg
3,./data_train_simple/sample1640.jpg
6,./data_train_simple/sample1641.jpg
-2,./data_train_simple/sample1642.jpg
0,./data_train_simple/sample1643.jpg
-5,./data_train_simple/sample1644.jpg
-9,./data_train_simple/sample1645.jpg
-10,./data_train_simple/sample1646.jpg
-10,./data_train_simple/sample1647.jpg
-8,./data_train_simple/sample1648.jpg
-1,./data_train_simple/sample1649.jpg
6,./data_train_simple/sample1650.jpg
-10,./data_train_simple/sample1651.jpg
10,./data_train_simple/sample1652.jpg
7,./data_train_simple/sample1653.jpg
8,./data_train_simple/sample1654.jpg
-7,./data_train_simple/sample1655.jpg
-4,./data_train_simple/sample1656.jpg
6,./data_train_simple/sample1657.jpg
10,./data_train_simple/sample1658.jpg
-5,./data_train_simple/sample1659.jpg
-7,./data_train_simple/sample1660.jpg
5,./data_train_simple/sample1661.jpg
3,./data_train_simple/sample1662.jpg
-4,./data_train_simple/sample1663.jpg
4,./data_train_simple/sample1664.jpg
-7,./data_train_simple/sample1665.jpg
-6,./data_train_simple/sample1666.jpg
-1,./data_train_simple/sample1667.jpg
-10,./data_train_simple/sample1668.jpg
6,./data_train_simple/sample1669.jpg
-5,./data_train_simple/sample1670.jpg
-8,./data_train_simple/sample1671.jpg
-9,./data_train_simple/sample1672.jpg
-3,./data_train_simple/sample1673.jpg
10,./data_train_simple/sample1674.jpg
3,./data_train_simple/sample1675.jpg
10,./data_train_simple/sample1676.jpg
-1,./data_train_simple/sample1677.jpg
9,./data_train_simple/sample1678.jpg
1,./data_train_simple/sample1679.jpg
8,./data_train_simple/sample1680.jpg
0,./data_train_simple/sample1681.jpg
3,./data_train_simple/sample1682.jpg
3,./data_train_simple/sample1683.jpg
-2,./data_train_simple/sample1684.jpg
0,./data_train_simple/sample1685.jpg
-10,./data_train_simple/sample1686.jpg
1,./data_train_simple/sample1687.jpg
8,./data_train_simple/sample1688.jpg
-4,./data_train_simple/sample1689.jpg
-4,./data_train_simple/sample1690.jpg
1,./data_train_simple/sample1691.jpg
1,./data_train_simple/sample1692.jpg
1,./data_train_simple/sample1693.jpg
-10,./data_train_simple/sample1694.jpg
9,./data_train_simple/sample1695.jpg
-3,./data_train_simple/sample1696.jpg
-5,./data_train_simple/sample1697.jpg
1,./data_train_simple/sample1698.jpg
-5,./data_train_simple/sample1699.jpg
-2,./data_train_simple/sample1700.jpg
4,./data_train_simple/sample1701.jpg
-2,./data_train_simple/sample1702.jpg
1,./data_train_simple/sample1703.jpg
3,./data_train_simple/sample1704.jpg
-1,./data_train_simple/sample1705.jpg
-7,./data_train_simple/sample1706.jpg
6,./data_train_simple/sample1707.jpg
5,./data_train_simple/sample1708.jpg
-10,./data_train_simple/sample1709.jpg
-1,./data_train_simple/sample1710.jpg
7,./data_train_simple/sample1711.jpg
3,./data_train_simple/sample1712.jpg
-6,./data_train_simple/sample1713.jpg
-6,./data_train_simple/sample1714.jpg
5,./data_train_simple/sample1715.jpg
-6,./data_train_simple/sample1716.jpg
0,./data_train_simple/sample1717.jpg
9,./data_train_simple/sample1718.jpg
-7,./data_train_simple/sample1719.jpg
-1,./data_train_simple/sample1720.jpg
-3,./data_train_simple/sample1721.jpg
1,./data_train_simple/sample1722.jpg
-9,./data_train_simple/sample1723.jpg
-9,./data_train_simple/sample1724.jpg
7,./data_train_simple/sample1725.jpg
4,./data_train_simple/sample1726.jpg
-2,./data_train_simple/sample1727.jpg
0,./data_train_simple/sample1728.jpg
0,./data_train_simple/sample1729.jpg
8,./data_train_simple/sample1730.jpg
-3,./data_train_simple/sample1731.jpg
0,./data_train_simple/sample1732.jpg
5,./data_train_simple/sample1733.jpg
5,./data_train_simple/sample1734.jpg
2,./data_train_simple/sample1735.jpg
7,./data_train_simple/sample1736.jpg
-5,./data_train_simple/sample1737.jpg
0,./data_train_simple/sample1738.jpg
3,./data_train_simple/sample1739.jpg
8,./data_train_simple/sample1740.jpg
9,./data_train_simple/sample1741.jpg
-9,./data_train_simple/sample1742.jpg
2,./data_train_simple/sample1743.jpg
-10,./data_train_simple/sample1744.jpg
7,./data_train_simple/sample1745.jpg
-1,./data_train_simple/sample1746.jpg
-10,./data_train_simple/sample1747.jpg
-10,./data_train_simple/sample1748.jpg
4,./data_train_simple/sample1749.jpg
6,./data_train_simple/sample1750.jpg
2,./data_train_simple/sample1751.jpg
1,./data_train_simple/sample1752.jpg
8,./data_train_simple/sample1753.jpg
5,./data_train_simple/sample1754.jpg
-10,./data_train_simple/sample1755.jpg
1,./data_train_simple/sample1756.jpg
9,./data_train_simple/sample1757.jpg
-6,./data_train_simple/sample1758.jpg
10,./data_train_simple/sample1759.jpg
2,./data_train_simple/sample1760.jpg
-9,./data_train_simple/sample1761.jpg
-3,./data_train_simple/sample1762.jpg
4,./data_train_simple/sample1763.jpg
-8,./data_train_simple/sample1764.jpg
9,./data_train_simple/sample1765.jpg
-5,./data_train_simple/sample1766.jpg
3,./data_train_simple/sample1767.jpg
10,./data_train_simple/sample1768.jpg
-4,./data_train_simple/sample1769.jpg
9,./data_train_simple/sample1770.jpg
-8,./data_train_simple/sample1771.jpg
8,./data_train_simple/sample1772.jpg
7,./data_train_simple/sample1773.jpg
-6,./data_train_simple/sample1774.jpg
-2,./data_train_simple/sample1775.jpg
-7,./data_train_simple/sample1776.jpg
-6,./data_train_simple/sample1777.jpg
-3,./data_train_simple/sample1778.jpg
5,./data_train_simple/sample1779.jpg
-7,./data_train_simple/sample1780.jpg
-9,./data_train_simple/sample1781.jpg
-5,./data_train_simple/sample1782.jpg
-10,./data_train_simple/sample1783.jpg
-10,./data_train_simple/sample1784.jpg
-8,./data_train_simple/sample1785.jpg
3,./data_train_simple/sample1786.jpg
0,./data_train_simple/sample1787.jpg
-9,./data_train_simple/sample1788.jpg
-5,./data_train_simple/sample1789.jpg
8,./data_train_simple/sample1790.jpg
6,./data_train_simple/sample1791.jpg
-7,./data_train_simple/sample1792.jpg
-4,./data_train_simple/sample1793.jpg
4,./data_train_simple/sample1794.jpg
-2,./data_train_simple/sample1795.jpg
2,./data_train_simple/sample1796.jpg
-1,./data_train_simple/sample1797.jpg
-4,./data_train_simple/sample1798.jpg
-1,./data_train_simple/sample1799.jpg
5,./data_train_simple/sample1800.jpg
5,./data_train_simple/sample1801.jpg
9,./data_train_simple/sample1802.jpg
-4,./data_train_simple/sample1803.jpg
-7,./data_train_simple/sample1804.jpg
-2,./data_train_simple/sample1805.jpg
-4,./data_train_simple/sample1806.jpg
-8,./data_train_simple/sample1807.jpg
-5,./data_train_simple/sample1808.jpg
0,./data_train_simple/sample1809.jpg
-4,./data_train_simple/sample1810.jpg
10,./data_train_simple/sample1811.jpg
-9,./data_train_simple/sample1812.jpg
-9,./data_train_simple/sample1813.jpg
-4,./data_train_simple/sample1814.jpg
-3,./data_train_simple/sample1815.jpg
-4,./data_train_simple/sample1816.jpg
0,./data_train_simple/sample1817.jpg
-10,./data_train_simple/sample1818.jpg
6,./data_train_simple/sample1819.jpg
-4,./data_train_simple/sample1820.jpg
-9,./data_train_simple/sample1821.jpg
9,./data_train_simple/sample1822.jpg
-7,./data_train_simple/sample1823.jpg
-5,./data_train_simple/sample1824.jpg
6,./data_train_simple/sample1825.jpg
0,./data_train_simple/sample1826.jpg
3,./data_train_simple/sample1827.jpg
8,./data_train_simple/sample1828.jpg
-3,./data_train_simple/sample1829.jpg
-5,./data_train_simple/sample1830.jpg
9,./data_train_simple/sample1831.jpg
6,./data_train_simple/sample1832.jpg
4,./data_train_simple/sample1833.jpg
5,./data_train_simple/sample1834.jpg
-7,./data_train_simple/sample1835.jpg
2,./data_train_simple/sample1836.jpg
8,./data_train_simple/sample1837.jpg
10,./data_train_simple/sample1838.jpg
10,./data_train_simple/sample1839.jpg
-4,./data_train_simple/sample1840.jpg
-1,./data_train_simple/sample1841.jpg
3,./data_train_simple/sample1842.jpg
9,./data_train_simple/sample1843.jpg
6,./data_train_simple/sample1844.jpg
-2,./data_train_simple/sample1845.jpg
0,./data_train_simple/sample1846.jpg
10,./data_train_simple/sample1847.jpg
9,./data_train_simple/sample1848.jpg
-9,./data_train_simple/sample1849.jpg
-9,./data_train_simple/sample1850.jpg
-2,./data_train_simple/sample1851.jpg
-6,./data_train_simple/sample1852.jpg
5,./data_train_simple/sample1853.jpg
-2,./data_train_simple/sample1854.jpg
-4,./data_train_simple/sample1855.jpg
-2,./data_train_simple/sample1856.jpg
-7,./data_train_simple/sample1857.jpg
-8,./data_train_simple/sample1858.jpg
-3,./data_train_simple/sample1859.jpg
1,./data_train_simple/sample1860.jpg
5,./data_train_simple/sample1861.jpg
-7,./data_train_simple/sample1862.jpg
-9,./data_train_simple/sample1863.jpg
5,./data_train_simple/sample1864.jpg
-5,./data_train_simple/sample1865.jpg
-5,./data_train_simple/sample1866.jpg
-5,./data_train_simple/sample1867.jpg
5,./data_train_simple/sample1868.jpg
-10,./data_train_simple/sample1869.jpg
1,./data_train_simple/sample1870.jpg
-6,./data_train_simple/sample1871.jpg
-3,./data_train_simple/sample1872.jpg
-9,./data_train_simple/sample1873.jpg
3,./data_train_simple/sample1874.jpg
3,./data_train_simple/sample1875.jpg
0,./data_train_simple/sample1876.jpg
5,./data_train_simple/sample1877.jpg
9,./data_train_simple/sample1878.jpg
-5,./data_train_simple/sample1879.jpg
-2,./data_train_simple/sample1880.jpg
-5,./data_train_simple/sample1881.jpg
10,./data_train_simple/sample1882.jpg
-4,./data_train_simple/sample1883.jpg
-3,./data_train_simple/sample1884.jpg
-1,./data_train_simple/sample1885.jpg
3,./data_train_simple/sample1886.jpg
1,./data_train_simple/sample1887.jpg
-7,./data_train_simple/sample1888.jpg
-7,./data_train_simple/sample1889.jpg
-6,./data_train_simple/sample1890.jpg
5,./data_train_simple/sample1891.jpg
-9,./data_train_simple/sample1892.jpg
-2,./data_train_simple/sample1893.jpg
10,./data_train_simple/sample1894.jpg
7,./data_train_simple/sample1895.jpg
-2,./data_train_simple/sample1896.jpg
0,./data_train_simple/sample1897.jpg
3,./data_train_simple/sample1898.jpg
6,./data_train_simple/sample1899.jpg
-4,./data_train_simple/sample1900.jpg
0,./data_train_simple/sample1901.jpg
10,./data_train_simple/sample1902.jpg
-10,./data_train_simple/sample1903.jpg
-10,./data_train_simple/sample1904.jpg
-9,./data_train_simple/sample1905.jpg
-10,./data_train_simple/sample1906.jpg
-6,./data_train_simple/sample1907.jpg
-1,./data_train_simple/sample1908.jpg
2,./data_train_simple/sample1909.jpg
-8,./data_train_simple/sample1910.jpg
-8,./data_train_simple/sample1911.jpg
3,./data_train_simple/sample1912.jpg
-3,./data_train_simple/sample1913.jpg
7,./data_train_simple/sample1914.jpg
0,./data_train_simple/sample1915.jpg
0,./data_train_simple/sample1916.jpg
-3,./data_train_simple/sample1917.jpg
-7,./data_train_simple/sample1918.jpg
-1,./data_train_simple/sample1919.jpg
-9,./data_train_simple/sample1920.jpg
3,./data_train_simple/sample1921.jpg
7,./data_train_simple/sample1922.jpg
6,./data_train_simple/sample1923.jpg
-6,./data_train_simple/sample1924.jpg
0,./data_train_simple/sample1925.jpg
10,./data_train_simple/sample1926.jpg
-5,./data_train_simple/sample1927.jpg
0,./data_train_simple/sample1928.jpg
1,./data_train_simple/sample1929.jpg
-3,./data_train_simple/sample1930.jpg
0,./data_train_simple/sample1931.jpg
5,./data_train_simple/sample1932.jpg
-8,./data_train_simple/sample1933.jpg
-3,./data_train_simple/sample1934.jpg
0,./data_train_simple/sample1935.jpg
-9,./data_train_simple/sample1936.jpg
-4,./data_train_simple/sample1937.jpg
7,./data_train_simple/sample1938.jpg
-2,./data_train_simple/sample1939.jpg
2,./data_train_simple/sample1940.jpg
5,./data_train_simple/sample1941.jpg
1,./data_train_simple/sample1942.jpg
1,./data_train_simple/sample1943.jpg
-9,./data_train_simple/sample1944.jpg
10,./data_train_simple/sample1945.jpg
0,./data_train_simple/sample1946.jpg
8,./data_train_simple/sample1947.jpg
6,./data_train_simple/sample1948.jpg
2,./data_train_simple/sample1949.jpg
1,./data_train_simple/sample1950.jpg
5,./data_train_simple/sample1951.jpg
-3,./data_train_simple/sample1952.jpg
-9,./data_train_simple/sample1953.jpg
-10,./data_train_simple/sample1954.jpg
-8,./data_train_simple/sample1955.jpg
-3,./data_train_simple/sample1956.jpg
8,./data_train_simple/sample1957.jpg
0,./data_train_simple/sample1958.jpg
0,./data_train_simple/sample1959.jpg
-6,./data_train_simple/sample1960.jpg
4,./data_train_simple/sample1961.jpg
-3,./data_train_simple/sample1962.jpg
4,./data_train_simple/sample1963.jpg
0,./data_train_simple/sample1964.jpg
9,./data_train_simple/sample1965.jpg
0,./data_train_simple/sample1966.jpg
-7,./data_train_simple/sample1967.jpg
8,./data_train_simple/sample1968.jpg
-9,./data_train_simple/sample1969.jpg
-5,./data_train_simple/sample1970.jpg
-4,./data_train_simple/sample1971.jpg
-4,./data_train_simple/sample1972.jpg
-6,./data_train_simple/sample1973.jpg
-10,./data_train_simple/sample1974.jpg
0,./data_train_simple/sample1975.jpg
-1,./data_train_simple/sample1976.jpg
5,./data_train_simple/sample1977.jpg
1,./data_train_simple/sample1978.jpg
6,./data_train_simple/sample1979.jpg
0,./data_train_simple/sample1980.jpg
-8,./data_train_simple/sample1981.jpg
8,./data_train_simple/sample1982.jpg
-3,./data_train_simple/sample1983.jpg
5,./data_train_simple/sample1984.jpg
0,./data_train_simple/sample1985.jpg
6,./data_train_simple/sample1986.jpg
3,./data_train_simple/sample1987.jpg
-10,./data_train_simple/sample1988.jpg
-2,./data_train_simple/sample1989.jpg
1,./data_train_simple/sample1990.jpg
3,./data_train_simple/sample1991.jpg
-1,./data_train_simple/sample1992.jpg
0,./data_train_simple/sample1993.jpg
-1,./data_train_simple/sample1994.jpg
-2,./data_train_simple/sample1995.jpg
-1,./data_train_simple/sample1996.jpg
-10,./data_train_simple/sample1997.jpg
-6,./data_train_simple/sample1998.jpg
0,./data_train_simple/sample1999.jpg
-1,./data_train_simple/sample2000.jpg
6,./data_train_simple/sample2001.jpg
-4,./data_train_simple/sample2002.jpg
-9,./data_train_simple/sample2003.jpg
3,./data_train_simple/sample2004.jpg
-3,./data_train_simple/sample2005.jpg
-7,./data_train_simple/sample2006.jpg
-10,./data_train_simple/sample2007.jpg
4,./data_train_simple/sample2008.jpg
8,./data_train_simple/sample2009.jpg
7,./data_train_simple/sample2010.jpg
-6,./data_train_simple/sample2011.jpg
2,./data_train_simple/sample2012.jpg
10,./data_train_simple/sample2013.jpg
9,./data_train_simple/sample2014.jpg
7,./data_train_simple/sample2015.jpg
-2,./data_train_simple/sample2016.jpg
0,./data_train_simple/sample2017.jpg
-9,./data_train_simple/sample2018.jpg
-10,./data_train_simple/sample2019.jpg
10,./data_train_simple/sample2020.jpg
-9,./data_train_simple/sample2021.jpg
2,./data_train_simple/sample2022.jpg
-4,./data_train_simple/sample2023.jpg
-5,./data_train_simple/sample2024.jpg
2,./data_train_simple/sample2025.jpg
1,./data_train_simple/sample2026.jpg
1,./data_train_simple/sample2027.jpg
9,./data_train_simple/sample2028.jpg
3,./data_train_simple/sample2029.jpg
7,./data_train_simple/sample2030.jpg
-8,./data_train_simple/sample2031.jpg
0,./data_train_simple/sample2032.jpg
6,./data_train_simple/sample2033.jpg
7,./data_train_simple/sample2034.jpg
9,./data_train_simple/sample2035.jpg
-7,./data_train_simple/sample2036.jpg
5,./data_train_simple/sample2037.jpg
-7,./data_train_simple/sample2038.jpg
3,./data_train_simple/sample2039.jpg
8,./data_train_simple/sample2040.jpg
6,./data_train_simple/sample2041.jpg
10,./data_train_simple/sample2042.jpg
-1,./data_train_simple/sample2043.jpg
-8,./data_train_simple/sample2044.jpg
5,./data_train_simple/sample2045.jpg
0,./data_train_simple/sample2046.jpg
10,./data_train_simple/sample2047.jpg
4,./data_train_simple/sample2048.jpg
2,./data_train_simple/sample2049.jpg
0,./data_train_simple/sample2050.jpg
1,./data_train_simple/sample2051.jpg
2,./data_train_simple/sample2052.jpg
-6,./data_train_simple/sample2053.jpg
-2,./data_train_simple/sample2054.jpg
10,./data_train_simple/sample2055.jpg
-8,./data_train_simple/sample2056.jpg
-9,./data_train_simple/sample2057.jpg
5,./data_train_simple/sample2058.jpg
-2,./data_train_simple/sample2059.jpg
-8,./data_train_simple/sample2060.jpg
7,./data_train_simple/sample2061.jpg
-10,./data_train_simple/sample2062.jpg
-5,./data_train_simple/sample2063.jpg
4,./data_train_simple/sample2064.jpg
-6,./data_train_simple/sample2065.jpg
0,./data_train_simple/sample2066.jpg
3,./data_train_simple/sample2067.jpg
-6,./data_train_simple/sample2068.jpg
7,./data_train_simple/sample2069.jpg
-1,./data_train_simple/sample2070.jpg
-6,./data_train_simple/sample2071.jpg
1,./data_train_simple/sample2072.jpg
-10,./data_train_simple/sample2073.jpg
2,./data_train_simple/sample2074.jpg
9,./data_train_simple/sample2075.jpg
-10,./data_train_simple/sample2076.jpg
-10,./data_train_simple/sample2077.jpg
0,./data_train_simple/sample2078.jpg
4,./data_train_simple/sample2079.jpg
-9,./data_train_simple/sample2080.jpg
1,./data_train_simple/sample2081.jpg
3,./data_train_simple/sample2082.jpg
5,./data_train_simple/sample2083.jpg
5,./data_train_simple/sample2084.jpg
-1,./data_train_simple/sample2085.jpg
0,./data_train_simple/sample2086.jpg
4,./data_train_simple/sample2087.jpg
0,./data_train_simple/sample2088.jpg
-8,./data_train_simple/sample2089.jpg
-4,./data_train_simple/sample2090.jpg
-1,./data_train_simple/sample2091.jpg
2,./data_train_simple/sample2092.jpg
3,./data_train_simple/sample2093.jpg
0,./data_train_simple/sample2094.jpg
-5,./data_train_simple/sample2095.jpg
-9,./data_train_simple/sample2096.jpg
6,./data_train_simple/sample2097.jpg
1,./data_train_simple/sample2098.jpg
0,./data_train_simple/sample2099.jpg
-2,./data_train_simple/sample2100.jpg
0,./data_train_simple/sample2101.jpg
4,./data_train_simple/sample2102.jpg
4,./data_train_simple/sample2103.jpg
-8,./data_train_simple/sample2104.jpg
7,./data_train_simple/sample2105.jpg
0,./data_train_simple/sample2106.jpg
1,./data_train_simple/sample2107.jpg
-6,./data_train_simple/sample2108.jpg
-10,./data_train_simple/sample2109.jpg
8,./data_train_simple/sample2110.jpg
-10,./data_train_simple/sample2111.jpg
0,./data_train_simple/sample2112.jpg
-7,./data_train_simple/sample2113.jpg
-1,./data_train_simple/sample2114.jpg
7,./data_train_simple/sample2115.jpg
-9,./data_train_simple/sample2116.jpg
-7,./data_train_simple/sample2117.jpg
6,./data_train_simple/sample2118.jpg
-3,./data_train_simple/sample2119.jpg
5,./data_train_simple/sample2120.jpg
-1,./data_train_simple/sample2121.jpg
5,./data_train_simple/sample2122.jpg
4,./data_train_simple/sample2123.jpg
-6,./data_train_simple/sample2124.jpg
-8,./data_train_simple/sample2125.jpg
2,./data_train_simple/sample2126.jpg
9,./data_train_simple/sample2127.jpg
2,./data_train_simple/sample2128.jpg
-6,./data_train_simple/sample2129.jpg
-8,./data_train_simple/sample2130.jpg
4,./data_train_simple/sample2131.jpg
4,./data_train_simple/sample2132.jpg
8,./data_train_simple/sample2133.jpg
2,./data_train_simple/sample2134.jpg
-2,./data_train_simple/sample2135.jpg
-5,./data_train_simple/sample2136.jpg
1,./data_train_simple/sample2137.jpg
4,./data_train_simple/sample2138.jpg
3,./data_train_simple/sample2139.jpg
-9,./data_train_simple/sample2140.jpg
-5,./data_train_simple/sample2141.jpg
0,./data_train_simple/sample2142.jpg
-4,./data_train_simple/sample2143.jpg
-7,./data_train_simple/sample2144.jpg
4,./data_train_simple/sample2145.jpg
-9,./data_train_simple/sample2146.jpg
1,./data_train_simple/sample2147.jpg
9,./data_train_simple/sample2148.jpg
8,./data_train_simple/sample2149.jpg
7,./data_train_simple/sample2150.jpg
3,./data_train_simple/sample2151.jpg
-1,./data_train_simple/sample2152.jpg
-10,./data_train_simple/sample2153.jpg
5,./data_train_simple/sample2154.jpg
5,./data_train_simple/sample2155.jpg
10,./data_train_simple/sample2156.jpg
4,./data_train_simple/sample2157.jpg
0,./data_train_simple/sample2158.jpg
-4,./data_train_simple/sample2159.jpg
8,./data_train_simple/sample2160.jpg
-10,./data_train_simple/sample2161.jpg
4,./data_train_simple/sample2162.jpg
-4,./data_train_simple/sample2163.jpg
6,./data_train_simple/sample2164.jpg
6,./data_train_simple/sample2165.jpg
0,./data_train_simple/sample2166.jpg
0,./data_train_simple/sample2167.jpg
2,./data_train_simple/sample2168.jpg
-9,./data_train_simple/sample2169.jpg
-8,./data_train_simple/sample2170.jpg
-7,./data_train_simple/sample2171.jpg
-6,./data_train_simple/sample2172.jpg
2,./data_train_simple/sample2173.jpg
-5,./data_train_simple/sample2174.jpg
8,./data_train_simple/sample2175.jpg
-10,./data_train_simple/sample2176.jpg
0,./data_train_simple/sample2177.jpg
-8,./data_train_simple/sample2178.jpg
0,./data_train_simple/sample2179.jpg
10,./data_train_simple/sample2180.jpg
10,./data_train_simple/sample2181.jpg
-2,./data_train_simple/sample2182.jpg
-7,./data_train_simple/sample2183.jpg
-1,./data_train_simple/sample2184.jpg
-5,./data_train_simple/sample2185.jpg
-1,./data_train_simple/sample2186.jpg
0,./data_train_simple/sample2187.jpg
-7,./data_train_simple/sample2188.jpg
7,./data_train_simple/sample2189.jpg
-6,./data_train_simple/sample2190.jpg
0,./data_train_simple/sample2191.jpg
3,./data_train_simple/sample2192.jpg
5,./data_train_simple/sample2193.jpg
4,./data_train_simple/sample2194.jpg
9,./data_train_simple/sample2195.jpg
-10,./data_train_simple/sample2196.jpg
9,./data_train_simple/sample2197.jpg
10,./data_train_simple/sample2198.jpg
8,./data_train_simple/sample2199.jpg
-10,./data_train_simple/sample2200.jpg
5,./data_train_simple/sample2201.jpg
-3,./data_train_simple/sample2202.jpg
9,./data_train_simple/sample2203.jpg
-4,./data_train_simple/sample2204.jpg
3,./data_train_simple/sample2205.jpg
